LOC100128977|100128977
LOC100130148|100130148
LOC100190939|100190939
LOC145837|145837
LOC284578|284578
LOC285629|285629
LOC728264|728264
LOC84740|84740
LOC84856|84856
LONRF2|164832
LPIN1|23175
LPO|4025
LRBA|987
LRIG1|26018
LRP8|7804
LRRC46|90506
LRRC48|83450
LRRC50|123872
LRTOMT|220074
LY6D|8581
LYAR|55646
MAB21L1|4081
MAD2L1|4085
MAGEB4|4115
MAGED2|10916
MAGOH|4116
MAG|4099
MAMDC2|256691
MAML3|55534
MAN2B2|23324
MAP2|4133
MAP3K12|7786
MAPK4|5596
MAPT|4137
MASTL|84930
MATN4|8785
MCCC2|64087
MCM10|55388
MCM2|4171
MCM3|4172
MCM4|4173
MCM6|4175
MCM7|4176
MDGA2|161357
MED30|90390
MEIS3P1|4213
MELK|9833
MEMO1|51072
MFGE8|4240
MFI2|4241
MGC3771|81854
MIA|8190
MICALL1|85377
MID1|4281
MKL2|57496
MLPH|79083
MND1|84057
MOAP1|64112
MOBKL2B|79817
MPHOSPH6|10200
MPP6|51678
MPP7|143098
MRPL15|29088
MRPL37|51253
MRPL47|57129
MSH6|2956
MSL3|10943
MSLN|10232
MTERFD1|51001
MTHFD1L|25902
MYBL2|4605
MYH11|4629
MYO10|4651
MYO5C|55930
MYRIP|25924
NASP|4678
NAT1|9
NBEA|26960
NBR1|4077
NCAM2|4685
NCAPD2|9918
NCAPG2|54892
NCAPG|64151
NCAPH|23397
NCK2|8440
NCRNA00092|100188953
NCRNA00162|378825
NDC80|10403
NDUFAF4|29078
NEIL3|55247
NEK10|152110
NEK11|79858
NEK5|341676
NEK9|91754
NIP7|51388
NME5|8382
NOL10|79954
NOP2|4839
NOP58|51602
NOSTRIN|115677
NOTCH1|4851
NOVA1|4857
NPM2|10361
NPNT|255743
NR2E1|7101
NRG2|9542
NRIP2|83714
NRTN|4902
NT5DC2|64943
NUBPL|80224
NUDCD1|84955
NUDT12|83594
NUDT16|131870
NUDT5|11164
NUF2|83540
NUP93|9688
NXNL2|158046
NXN|64359
NXPH3|11248
OCA2|4948
ODC1|4953
OIP5|11339
OLAH|55301
OPRK1|4986
ORC1L|4998
ORC6L|23594
OSCP1|127700
OSR1|130497
P4HTM|54681
PAK1IP1|55003
PAMR1|25891
PAPD7|11044
PAPL|390928
PAPSS1|9061
PCBD2|84105
PCDH8|5100
PCNA|5111
PCSK4|54760
PDCD5|9141
PDE7A|5150
PDE9A|5152
PDGFD|80310
PDIA6|10130
PDSS1|23590
PEX11A|8800
PFKP|5214
PGBD5|79605
PGGT1B|5229
PGLYRP2|114770
PGLYRP4|57115
PGM5|5239
PGPEP1|54858
PGR|5241
PHF15|23338
PHGDH|26227
PHOSPHO2|493911
PHYHD1|254295
PI3|5266
PIF1|80119
PLK1|5347
PLK4|10733
PLOD1|5351
PM20D2|135293
PNMA3|29944
PNO1|56902
PNPLA4|8228
PNPLA7|375775
POLQ|10721
POLR1E|64425
POLR2D|5433
POLR3G|10622
POP1|10940
POU4F1|5457
POU5F1|5460
PPP1R14C|81706
PPYR1|5540
PRC1|9055
PRDM13|59336
PREX1|57580
PRICKLE2|166336
PRIM2|5558
PRKAB1|5564
PRKX|5613
PRNP|5621
PRR15|222171
PRRT3|285368
PRSS12|8492
PRSS33|260429
PRTFDC1|56952
PSAPL1|768239
PSAT1|29968
PSMB2|5690
PSMD14|10213
PSME4|23198
PSMG1|8624
PTCHD1|139411
PTDSS1|9791
PTGR2|145482
PTPN2|5771
PTPRT|11122
PTPRZ1|5803
PTTG1|9232
PTTG3P|26255
PTX3|5806
PVR|5817
RAB5B|5869
RABEP1|9135
RACGAP1|29127
RAD51AP1|10635
RAD51|5888
RAD54B|25788
RAD54L|8438
RAET1L|154064
RAI2|10742
RALGAPA1|253959
RALGPS2|55103
RANBP1|5902
RAN|5901
RAPGEF3|10411
RARA|5914
RARRES1|5918
RASGEF1C|255426
RBM17|84991
RBM28|55131
RBM38|55544
RCOR2|283248
RDH10|157506
REEP1|65055
REEP5|7905
REEP6|92840
RERG|85004
RFC2|5982
RFC4|5984
RGMA|56963
RGR|5995
RGS20|8601
RGS22|26166
RHCG|51458
RHEB|6009
RHOB|388
RIOK1|83732
RIPK2|8767
RLBP1|6017
RMND5B|64777
RNASE4|6038
RNASEH1|246243
RND1|27289
RNF103|7844
RNF145|153830
RNF8|9025
ROPN1B|152015
ROPN1|54763
RPH3AL|9501
RPIA|22934
RPP40|10799
RRP1B|23076
RSU1|6251
RTN4RL1|146760
RUNDC1|146923
S100B|6285
SALL2|6297
SBSN|374897
SCCPDH|51097
SCHIP1|29970
SCN2B|6327
SCN4B|6330
SCN7A|6332
SCNN1A|6337
SCRG1|11341
SCUBE2|57758
SDPR|8436
SEC14L4|284904
SEC16A|9919
SEH1L|81929
SEMA3B|7869
SEMA3C|10512
SEMA3F|6405
SEPHS1|22929
SEPSECS|51091
SERBP1|26135
SERPINA11|256394
SERPINA5|5104
SERPINB5|5268
SF3A3|10946
SFRP1|6422
SFRS13B|135295
SFT2D2|375035
SGOL1|151648
SGOL2|151246
SH3GL3|6457
SHC4|399694
SHCBP1|79801
SIDT1|54847
SKA1|220134
SKA3|221150
SKP1|6500
SKP2|6502
SLC15A1|6564
SLC16A1|6566
SLC16A6|9120
SLC22A16|85413
SLC22A5|6584
SLC24A1|9187
SLC25A13|10165
SLC25A19|60386
SLC26A9|115019
SLC39A6|25800
SLC39A9|55334
SLC40A1|30061
SLC43A3|29015
SLC44A4|80736
SLC46A1|113235
SLC4A8|9498
SLC6A11|6538
SLC6A14|11254
SLC6A15|55117
SLC6A2|6530
SLC7A13|157724
SLC7A2|6542
SLC7A5|8140
SLC7A8|23428
SMG5|23381
SMOC1|64093
SNED1|25992
SNRPA1|6627
SNRPG|6637
SNX32|254122
SOSTDC1|25928
SOX10|6663
SOX11|6664
SOX8|30812
SPAG5|10615
SPARCL1|8404
SPATA20|64847
SPDEF|25803
SPEF1|25876
SPEF2|79925
SPG11|80208
SPRY2|10253
SRD5A1|6715
SRPK1|6732
SSH3|54961
ST3GAL6|10402
ST8SIA1|6489
STAC|6769
STIL|6491
STK32B|55351
STK38|11329
STMN1|3925
SUGT1L1|283507
SUOX|6821
SUSD3|203328
SUV39H2|79723
SYBU|55638
SYNJ2BP|55333
SYNM|23336
SYT17|51760
SYT9|143425
SYTL2|54843
SYTL4|94121
SYTL5|94122
TADA2B|93624
TAF11|6882
TAF5|6877
TAPT1|202018
TBC1D7|51256
TBC1D9|23158
TBX19|9095
TCAM1P|146771
TCEAL1|9338
TCEAL7|56849
TCF19|6941
TCF7L1|83439
TCTN1|79600
TENC1|23371
TEX10|54881
TFF1|7031
TFF3|7033
TGM1|7051
THSD4|79875
TIGD2|166815
TIGD6|81789
TIMM8A|1678
TINAGL1|64129
TLE3|7090
TLX3|30012
TMBIM4|51643
TMBIM6|7009
TMC5|79838
TMCC2|9911
TMEM144|55314
TMEM171|134285
TMEM206|55248
TMEM25|84866
TMEM39B|55116
TMEM62|80021
TMEM74|157753
TMPRSS6|164656
TMSB15A|11013
TOX4|9878
TP53INP1|94241
TPCN1|53373
TPRG1|285386
TPSG1|25823
TPX2|22974
TRIM15|89870
TRIM29|23650
TRIM2|23321
TRIM3|10612
TRIM43|129868
TRIML2|205860
TRIP13|9319
TROAP|10024
TRPM8|79054
TSC22D3|1831
TSLP|85480
TSPAN13|27075
TSPAN15|23555
TSPAN1|10103
TTC18|118491
TTC28|23331
TTC36|143941
TTC7A|57217
TTC8|123016
TTK|7272
TTLL4|9654
TTYH1|57348
TUBA1C|84790
TUBA3D|113457
TUBA3E|112714
TUBB|203068
TYMS|7298
UBASH3B|84959
UBE2C|11065
UBE2E3|10477
UBE2T|29089
UBE2V2|7336
UBXN10|127733
UBXN2A|165324
UCK2|7371
UGT8|7368
ULBP1|80329
ULBP2|80328
ULBP3|79465
UPF0639|400224
UQCRHL|440567
UQCRH|7388
USP30|84749
UTP11L|51118
VGLL1|51442
VIPR1|7433
VPS39|23339
WDR19|57728
WDR65|149465
WDR67|93594
WDR77|79084
WDR93|56964
WFS1|7466
WNK4|65266
WNT6|7475
WWP1|11059
XBP1|7494
XPC|7508
XPO5|57510
YARS|8565
YBX1|4904
YEATS2|55689
ZBTB16|7704
ZBTB42|100128927
ZBTB4|57659
ZBTB7A|51341
ZER1|10444
ZIC1|7545
ZIC4|84107
ZMAT1|84460
ZMYND10|51364
ZNF280A|129025
ZNF396|252884
ZNF442|79973
ZNF454|285676
ZNF467|168544
ZNF552|79818
ZNF695|57116
ZNF703|80139
ZNF763|284390
A2LD1
A2ML1
ABAT
ABCA13
ABCC11
ABHD3
ABT1
ACSM2A
ACSM5
ACYP1
ADAM8
ADAMTS3
ADAMTSL5
ADAP1
ADCY3
ADCY4
ADCYAP1R1
ADORA3
AGR2
AGR3
AHCYL2
AHSG
AHSP
AKNAD1
AKR1E2
ALDH1A3
ALDH3A1
ALDH5A1
ALPL
AMHR2
ANGEL2
ANGPTL2
ANKRD53
ANKS1B
ANXA8L2
ANXA9
APBA2
APOBEC4
AQP7P1
AQP7P2
ARAP3
ARHGAP10
ARHGAP21
ARHGAP28
ARHGEF1
ARHGEF10L
ARHGEF2
ARID2
ARL4C
ARNTL2
ARRDC2
ASAP2
ASB16
ASF1A
ASPRV1
ATOH8
ATP10B
ATP6AP1L
ATP8B1
AUH
AVEN
B3GNT5
B3GNTL1
B4GALT6
BAG3
BAIAP3
BARD1
BARHL2
BASE
BCAN
BCAS1
BCAS4
BCL10
BCL2L1
BGLAP
BHLHE40
BIN2
BIN3
BIRC5
BLID
BLOC1S1
BNC1
BPI
BPIL1
BRF2
BRI3
BTG3
C10orf108
C10orf125
C10orf81
C10orf90
C10orf91
C11orf34
C11orf86
C11orf91
C11orf92
C12orf34
C14orf182
C14orf70
C14orf72
C15orf21
C15orf50
C15orf62
C16orf5
C16orf62
C16orf68
C17orf28
C17orf64
C19orf38
C19orf59
C19orf60
C1QL1
C1QL4
C1orf110
C1orf125
C1orf129
C1orf174
C1orf201
C1orf35
C1orf59
C1orf64
C1orf96
C20orf24
C20orf95
C21orf122
C21orf130
C21orf15
C21orf57
C21orf67
C21orf82
C22orf31
C2CD4C
C2orf48
C2orf52
C2orf58
C2orf61
C2orf81
C2orf88
C3orf16
C3orf32
C3orf42
C3orf64
C4orf51
C5AR1
C5orf37
C5orf39
C6orf124
C6orf223
C7orf16
C7orf29
C7orf30
C7orf65
C8B
C8ORFK29
C8orf46
C9
C9orf46
C9orf98
CA12
CADPS2
CAMK2N1
CAPN1
CASP2
CAV2
CBFA2T3
CCDC150
CCDC67
CCDC86
CCDC90B
CCHCR1
CCR10
CD200R1
CD22
CD38
CD8A
CDC14C
CDC25A
CDH26
CDH5
CDK14
CDK2AP1
CDKN2B
CDKN2BAS
CEBPA
CGN
CHD1
CHI3L1
CHI3L2
CHORDC1
CHRM3
CHST2
CHST3
CHST4
CIB3
CLDN25
CLIC3
CLIC6
CMBL
COCH
COL16A1
COLQ
COQ3
CORO2A
COX6B2
CP
CPA6
CPD
CPM
CPNE7
CPT1A
CR1
CRISP2
CRY2
CRYAB
CRYBB1
CRYBB2
CSF1
CSF3
CST11
CST4
CST7
CST8
CST9L
CSTA
CSTL1
CSTT
CT62
CTPS
CTSA
CUL9
CX3CL1
CXCR6
CYP11B2
CYP20A1
CYP26B1
CYP2A13
CYP2A6
CYP2A7
CYP2F1
CYP4F22
CYP4F3
CYS1
CYTL1
DAPK1
DARC
DCAF4
DCTN1
DDAH1
DEFB118
DENND5B
DEPDC6
DGAT2
DHCR7
DHX40P
DHX58
DLGAP5
DLX2
DNAJC6
DNALI1
DNM3
DOK5
DSC3
DSCR9
DTYMK
DUSP5
DUSP7
DYRK2
E2F5
EAPP
ECT2L
EEF1A2
EFR3B
EGOT
EGR4
EHD1
EIF3G
ELAC1
ELANE
ELF5
EMILIN2
EML6
EMX1
EN1
ENO1
ENPP2
EPHB3
EPHB6
EPOR
EPR1
EPS8L1
ESYT2
ETNK1
EVI5L
EXOC8
EXTL3
F2
F2R
FABP7
FABP9
FAM110B
FAM118A
FAM124B
FAM125B
FAM177B
FAM181B
FAM198A
FAM198B
FAM19A3
FAM57A
FAM57B
FAM63A
FAM65C
FAM69B
FAM74A3
FANCG
FBRSL1
FBXL22
FBXL6
FBXL7
FCGR2B
FES
FFAR1
FFAR3
FGD4
FGF19
FHAD1
FLJ14107
FLJ35024
FLJ41856
FLJ41941
FLJ42627
FOLR2
FOXA1
FOXC1
FOXD1
FOXD3
FOXG1
FRMPD1
FRS2
FSCB
FUT3
FUT4
FUT7
FXR1
FYCO1
FZD7
G3BP1
GABRP
GAL3ST4
GALT
GAS1
GDPD5
GFPT1
GGN
GHITM
GIT1
GMDS
GMPR
GORASP2
GOSR1
GP1BA
GPR109A
GPR161
GPR183
GPR20
GPR37L1
GPRIN2
GPSM2
GPX7
GRAMD2
GRHPR
GRIK4
GRIN3B
GSR
GSTA2
GSTA4
GYPC
HAS2
HAS2AS
HBQ1
HCLS1
HCRTR1
HDAC7
HERC5
HGC6.3
HGFAC
HIF3A
HIGD1A
HIST1H1A
HLA-E
HLA-F
HLTF
HMGCS2
HN1
HORMAD1
HOXA1
HOXA10
HOXD11
HPX
HSPB2
HYAL4
IAPP
ID1
ID4
IFFO2
IFI35
IGFALS
IGFBP3
IGFBP4
IGSF21
IL12RB1
IL15RA
IL17RA
IL1B
IL1F5
IL20
IL23A
IL4I1
INA
INS
IQSEC1
IRF1
ISCA1
ITGA4
ITGAM
ITGB8
ITPKB
ITPRIP
KAAG1
KCNE3
KCNJ16
KCNK5
KCNRG
KCTD3
KDM2B
KIAA0040
KIAA0513
KIAA0922
KIAA1147
KIAA1529
KIAA1949
KLHDC9
KLHL21
KLHL25
KRT17
KRT18
KRT4
KRTAP12-3
KRTAP3-1
KRTAP3-2
KRTAP3-3
KRTAP5-10
KRTDAP
KSR1
L3MBTL2
LAIR1
LAMA3
LAMA5
LAMB3
LARGE
LBR
LCTL
LEFTY2
LEMD1
LEMD2
LGALS2
LGALS8
LGALS9C
LHX1
LIMD2
LIMK1
LIPC
LMF1
LMOD3
LNX1
LOC100128675
LOC100129637
LOC100130264
LOC100130331
LOC100132215
LOC100134259
LOC100188947
LOC100271715
LOC100287216
LOC145814
LOC145837
LOC153684
LOC282997
LOC283174
LOC284233
LOC285548
LOC285692
LOC339524
LOC375196
LOC388796
LOC399959
LOC400804
LOC401093
LOC401127
LOC440335
LOC554202
LOC645638
LOC648691
LOC727677
LOC728276
LOC728640
LOC80054
LOX
LPHN1
LRFN4
LRP2BP
LRP4
LRRC10B
LRRC25
LRRC47
LRRC6
LRRC8C
LRRC8D
LRRN4
LTC4S
LUZP1
LY6D
LYPD1
LZTS1
MAB21L1
MAG
MALL
MAP1LC3B2
MAZ
MED1
MED9
MEIS3
MEOX1
MEP1A
MESP1
METTL11A
METTL11B
MFAP1
MFAP2
MFI2
MFSD1
MGC16025
MGST1
MIA
MICALCL
MIR100
MIR124-2
MIR1275
MIR1276
MIR128-1
MIR1280
MIR1304
MIR135A2
MIR135B
MIR181C
MIR181D
MIR190B
MIR1914
MIR25
MIR26B
MIR365-1
MIR548A2
MIR548F5
MIR549
MIR563
MIR623
MIR641
MIR645
MIR647
MIR802
MIR877
MIR921
MKL2
MLC1
MLPH
MLXIP
MMP7
MORN3
MPPED1
MRRF
MS4A1
MS4A14
MS4A5
MT1DP
MTHFR
MTHFSD
MTSS1L
MUC1
MXD3
MYO10
MYO1D
MYO1G
MYST4
MYT1
N4BP1
NACAP1
NANS
NBEA
NCRNA00092
NCRNA00203
NDRG2
NEK6
NES
NEURL2
NEXN
NFAM1
NFE2L3
NFIL3
NFIX
NFYB
NHEDC2
NHLRC4
NKAIN1
NKAPL
NLRP8
NMUR2
NOL10
NOP56
NOSTRIN
NOTCH1
NPFFR1
NPIPL3
NPSR1
NR2F6
NSUN5B
NSUN5C
OAF
ODC1
ODF1
OR10G2
OR10P1
OR11G2
OR11H12
OR11H6
OR1J4
OR2S2
OR4N2
OR4N5
OR52B6
OR7C1
OR7G1
OR8A1
OR9A4
OSM
OTOS
P2RY11
PA2G4P4
PABPC4L
PALLD
PALM
PAPPA2
PAQR9
PARVG
PC
PCDH8
PCDHB11
PCDHB12
PCDHB13
PCDHB8
PCMT1
PCYT2
PDCD1LG2
PDCD4
PDILT
PDLIM2
PDLIM3
PECI
PGLYRP1
PGLYRP2
PGR
PHGR1
PHYHIPL
PIGB
PIK3C2A
PISRT1
PKN1
PLA2G4A
PLA2G4C
PLAC9
PLEKHF1
PLEKHF2
PMEPA1
PODN
POLE2
POU3F3
POU4F1
PPAN
PPAN-P2RY11
PPARD
PPM1L
PPP1R2
PPP4R1
PRAM1
PRAME
PRAP1
PRLH
PROKR2
PROM1
PROSC
PRR5
PRR5L
PRSSL1
PRX
PSAT1
PSMD6
PTH2R
PTPN22
PVR
RAB22A
RAB7L1
RAB8B
RAE1
RALB
RALGPS1
RANBP3L
RAPGEF1
RARA
RARG
RASSF1
RASSF4
RBM38
RBP1
RBP2
RCN3
RECK
REP15
RET
RFESD
RGS10
RGS17
RGS20
RIMBP3B
RIMBP3C
RIPK4
RLBP1
RMST
RNASE10
RNF133
RNF144A
RNF2
RNF216
RNF44
ROPN1
ROPN1B
RP1
RPL23
RPS15A
RPS2P32
RPS6KL1
RRN3P1
RSAD1
RTN4R
RUSC2
S100A2
S100A4
S100A7
S100A9
S1PR4
SAMD12
SAMD4B
SAMD8
SAMSN1
SCARNA4
SCARNA6
SCGB3A1
SCNN1A
SCRG1
SCUBE1
SCUBE2
SDHB
SEMA6B
SENP3
SEPT12
SERPINA12
SERPINA13
SERPINA5
SERPINB12
SERPINB2
SF3B3
SFRS13A
SFRS13B
SFRS5
SFRS7
SFT2D2
SH2D7
SH3BGRL3
SH3TC2
SIAH2
SIK1
SIRPD
SLC10A4
SLC14A1
SLC18A1
SLC22A2
SLC25A33
SLC25A37
SLC26A1
SLC30A10
SLC30A4
SLC35C1
SLC38A2
SLC38A8
SLC43A2
SLC43A3
SLC4A11
SLC5A12
SLC7A13
SLC7A5
SLC7A5P1
SLC7A5P2
SLC8A1
SLC9A9
SLMO1
SLMO2
SMARCB1
SMC5
SMURF1
SNAR-C1
SNAR-C2
SNAR-C5
SNORA1
SNORA18
SNORA23
SNORA30
SNORA41
SNORA42
SNORA51
SNORA5B
SNORA60
SNORA61
SNORA71B
SNORA74A
SNORA8
SNORA80B
SNORD111B
SNORD123
SNORD18B
SNORD18C
SNORD19
SNORD1B
SNORD21
SNORD32B
SNORD4B
SNORD5
SNORD82
SNORD86
SNORD93
SNORD99
SNRPF
SNX10
SNX18
SNX32
SORL1
SOS2
SOSTDC1
SOX10
SOX11
